repeat,seed,layer,layer_index,relative_layer_depth,probe,probe_type,probe_complexity,task_type,input_dim,hidden_layers_total,class_count,train_n,validation_n,test_n,parameters,resolved_hidden_dims,epochs_completed,best_validation_score,geometry_silhouette,geometry_pca_2d_variance,baseline_test_macro_f1,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,train_macro_precision,train_macro_recall,train_mcc,train_cohen_kappa,train_log_loss,train_log_loss_score,train_roc_auc_ovr_macro,train_average_precision_macro,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_weighted_f1,validation_macro_precision,validation_macro_recall,validation_mcc,validation_cohen_kappa,validation_log_loss,validation_log_loss_score,validation_roc_auc_ovr_macro,validation_average_precision_macro,test_accuracy,test_balanced_accuracy,test_macro_f1,test_weighted_f1,test_macro_precision,test_macro_recall,test_mcc,test_cohen_kappa,test_log_loss,test_log_loss_score,test_roc_auc_ovr_macro,test_average_precision_macro,macro_f1_component,balanced_accuracy_component,mcc_component,log_loss_score_component,control_macro_f1,selectivity,selectivity_component,stability_component,geometry_component,complexity_penalty,probe_score_raw,probe_score,generalization_gap,overfit_penalty,run,run_path,master_version,master_config_hash,chance_macro_f1_reference,normalized_macro_f1
0,3280944905,layer_2,2,0.1666666666666666,mlp_2_hidden,mlp,2_hidden,single_label,768,13,7,1600,200,200,370567,"[384, 192]",18.0,0.6122699625003772,-0.136471226811409,0.9973060488700868,0.0394088669950738,0.888125,0.8868306031466133,0.8867659427054277,0.8878427828847092,0.8880886925892802,0.8868306031466133,0.8695398557347865,0.8693056818715937,0.3883158268766686,0.6781981162437436,0.9893402243093332,0.95410006947817,0.615,0.6098895616216449,0.6122699625003772,0.6145024079862789,0.6222423575364752,0.6098895616216449,0.5505228008642351,0.5496022461394477,1.2461240605747463,0.2876174269483659,0.873847713472078,0.6349209279416873,0.595,0.5938919640282265,0.5963220762546714,0.5958022307815759,0.6017727743271221,0.5938919640282265,0.5268538560223613,0.5264680950571454,1.2657522679304445,0.282027056409906,0.8779100677460023,0.6355341485067065,0.5963220762546714,0.5938919640282265,0.7634269280111807,0.282027056409906,,,0.0,0.9261681281313736,0.4317643865942955,0.02,0.4950860906534217,0.4750860906534216,0.2904438664507563,0.2904438664507563,facebook_opt-125m_ISEAR_1_101720,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/facebook/opt-125m/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260901_101720,,,,
0,3349343875,layer_2,2,0.1666666666666666,mlp_3_hidden,mlp,3_hidden,single_label,768,13,7,1600,200,200,388423,"[384, 192, 96]",20.0,0.6135270164325854,-0.136471226811409,0.9973060488700868,0.0394088669950738,0.90625,0.9040684886731608,0.9023943275419412,0.9065357483267686,0.9106382112748672,0.9040684886731608,0.8920693128253928,0.8905692088199394,0.290537777653186,0.7478612763345441,0.9938728734851072,0.9685631808940306,0.62,0.6200919572920208,0.6135270164325854,0.6149836500599212,0.6145134012129085,0.6200919572920208,0.5576939368867707,0.5564892623716153,1.31623314833478,0.2681434586191082,0.8792212016059147,0.6444816794509883,0.555,0.5525955449300832,0.5445459699985055,0.5476073286105495,0.5460139164650443,0.5525955449300832,0.4819667009282715,0.4804739945128714,1.5784672939355806,0.2062910395477771,0.8562601738746228,0.5918493146714603,0.5445459699985055,0.5525955449300832,0.7409833504641358,0.2062910395477771,,,0.0,0.9670148808908904,0.4317643865942955,0.02,0.4690921381823407,0.4490921381823407,0.3578483575434357,0.3578483575434357,facebook_opt-125m_ISEAR_1_101720,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/facebook/opt-125m/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260901_101720,,,,
0,329179192,layer_3,3,0.25,linear_logistic,logistic,linear,single_label,768,13,7,1600,200,200,5383,[],,,-0.1379239559173584,0.9988056421279908,0.0394088669950738,0.9925,0.9926300442436088,0.9926436387672944,0.9925707729824776,0.992886781268524,0.9926300442436088,0.9912807119586352,0.9912395530529472,0.052377501401604,0.9489705614997128,0.99993540345122,0.999349630650724,0.515,0.5112793522137238,0.5178251547236625,0.5223834601182236,0.5332037787920141,0.5112793522137238,0.4350722563373653,0.4338906883772505,2.652739226418652,0.0704579482100412,0.8360203231126053,0.5857954558982044,0.48,0.478315900564232,0.4812778917690635,0.4820528870629899,0.4960134746025465,0.478315900564232,0.3932974420171375,0.3924346429093034,2.7888402246104795,0.0614924900514583,0.8131823199729256,0.5339891254927702,0.4812778917690635,0.478315900564232,0.6966487210085688,0.0614924900514583,,,0.0,0.9716368133213504,0.4310380220413208,0.0152743030116885,0.4214289976175329,0.4061546946058444,0.5113657469982308,0.5113657469982308,facebook_opt-125m_ISEAR_1_101720,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/facebook/opt-125m/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260901_101720,,,,
0,3129714435,layer_3,3,0.25,mlp_1_hidden,mlp,1_hidden,single_label,768,13,7,1600,200,200,297991,[384],18.0,0.6123987241031522,-0.1379239559173584,0.9988056421279908,0.0394088669950738,0.853125,0.8526007132924546,0.8519911836000035,0.8528058102292079,0.8538802758461921,0.8526007132924546,0.8288193042636623,0.828455492640695,0.5217775459551534,0.5934646990628827,0.985388309969244,0.9401618396474684,0.615,0.6116408472200623,0.6123987241031522,0.6135466243775415,0.628755092499833,0.6116408472200623,0.5522034829278255,0.5497734249378745,1.128115598094129,0.3236425548075339,0.8822174849885346,0.6704075113454008,0.575,0.5752177503109094,0.5764205554357889,0.5755274807045607,0.5799147889277622,0.5752177503109094,0.5036833823460244,0.5033741345563962,1.1743878007240534,0.3090080963264114,0.878620164326661,0.6418708192475782,0.5764205554357889,0.5752177503109094,0.7518416911730121,0.3090080963264114,,,0.0,0.94856089102313,0.4310380220413208,0.02,0.4904728549185557,0.4704728549185556,0.2755706281642146,0.2755706281642146,facebook_opt-125m_ISEAR_1_101720,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/facebook/opt-125m/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260901_101720,,,,
0,3280945902,layer_3,3,0.25,mlp_2_hidden,mlp,2_hidden,single_label,768,13,7,1600,200,200,370567,"[384, 192]",18.0,0.6203506577456157,-0.1379239559173584,0.9988056421279908,0.0394088669950738,0.886875,0.8872700613822676,0.8855880894131865,0.8868816363635736,0.8866356868067111,0.8872700613822676,0.8683690875975543,0.8679426134047368,0.3910955948711156,0.6763155006558582,0.9899393972257512,0.9558346157787688,0.62,0.6191464646494044,0.6203506577456157,0.6215074435368553,0.625194966875639,0.6191464646494044,0.5568871009234072,0.5562691577871843,1.1561127838393324,0.3147071409615157,0.8894528991056799,0.6852513604639788,0.58,0.5815410760293964,0.5795456819200817,0.5791281012690374,0.5868206514771204,0.5815410760293964,0.5116225733449706,0.5098897251881673,1.2414471508983116,0.2889657381828138,0.879050214427191,0.6486545956886495,0.5795456819200817,0.5815410760293964,0.7558112866724853,0.2889657381828138,,,0.0,0.9327710006299764,0.4310380220413208,0.02,0.4892148498686477,0.4692148498686477,0.3060424074931047,0.3060424074931047,facebook_opt-125m_ISEAR_1_101720,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/facebook/opt-125m/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260901_101720,,,,
0,3349344872,layer_3,3,0.25,mlp_3_hidden,mlp,3_hidden,single_label,768,13,7,1600,200,200,388423,"[384, 192, 96]",25.0,0.6011412490404088,-0.1379239559173584,0.9988056421279908,0.0394088669950738,0.991875,0.99196337579202,0.992073998941404,0.9919538604167112,0.9924506387921024,0.99196337579202,0.9905580363635909,0.9905092213409284,0.0305061313691197,0.969954484900002,0.9999324466565116,0.9993364810927886,0.595,0.5960555120733096,0.6011412490404088,0.5989668860551213,0.6257180710121887,0.5960555120733096,0.5293051821945264,0.5267309377738826,1.8479276233398356,0.1575633588273396,0.8846923065844504,0.670423720676082,0.58,0.576815086563418,0.580944789836993,0.5840940169842382,0.5975972440258156,0.576815086563418,0.511627705383431,0.5095176923975242,2.1750303193304448,0.1136047091998286,0.8562317388606948,0.6032815652400492,0.580944789836993,0.576815086563418,0.7558138526917155,0.1136047091998286,,,0.0,0.9314782898158908,0.4310380220413208,0.02,0.4711907393511563,0.4511907393511563,0.4111292091044108,0.4111292091044108,facebook_opt-125m_ISEAR_1_101720,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/facebook/opt-125m/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260901_101720,,,,
0,329180189,layer_4,4,0.3333333333333333,linear_logistic,logistic,linear,single_label,768,13,7,1600,200,200,5383,[],,,-0.1378415822982788,0.9987128973007202,0.0394088669950738,0.9925,0.9926300442436088,0.9926436387672944,0.9925707729824776,0.992886781268524,0.9926300442436088,0.9912807119586352,0.9912395530529472,0.0506635197651509,0.9505984743234698,0.9999348954225896,0.9993470327757858,0.53,0.5290317280226703,0.5366040227220225,0.5377152467701436,0.5529123132506591,0.5290317280226703,0.4521238265566618,0.4512390904579819,2.543963368029929,0.0785544418335662,0.8473125166655981,0.6086241191814293,0.5,0.5010428032911347,0.5032837497856235,0.5023748781520294,0.5204126087112902,0.5010428032911347,0.4175683917412272,0.4162629151830016,2.818119836161758,0.059718117067006,0.8169433001848166,0.5295538393353222,0.5032837497856235,0.5010428032911347,0.7087841958706136,0.059718117067006,,,0.0,0.9536853775383176,0.4310792088508606,0.0152743030116885,0.4301892972237435,0.4149149942120549,0.4893598889816708,0.4893598889816708,facebook_opt-125m_ISEAR_1_101720,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/facebook/opt-125m/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260901_101720,,,,
0,3129715432,layer_4,4,0.3333333333333333,mlp_1_hidden,mlp,1_hidden,single_label,768,13,7,1600,200,200,297991,[384],23.0,0.6573475314978587,-0.1378415822982788,0.9987128973007202,0.0394088669950738,0.980625,0.9805568917436538,0.9806373242504332,0.9807073340605212,0.981116921642764,0.9805568917436538,0.9774430583103804,0.9773685769078266,0.1752820171602773,0.8392203128634498,0.9994066463221882,0.9969267210038172,0.655,0.6511155387684864,0.6573475314978587,0.6584395812661669,0.6821537036565289,0.6511155387684864,0.5989391911111482,0.5965855940130964,1.0938980345848288,0.3349084612204695,0.8996722108453526,0.71183361427991,0.57,0.5667026374214917,0.5695337477527953,0.570296992825834,0.5803495538000146,0.5667026374214917,0.4978932816763017,0.4970171949935665,1.3711725506687824,0.2538091808818417,0.8666221486190354,0.6214724551776717,0.5695337477527953,0.5667026374214917,0.7489466408381509,0.2538091808818417,,,0.0,0.958605557721154,0.4310792088508606,0.02,0.4825262629799878,0.4625262629799878,0.4111035764976379,0.4111035764976379,facebook_opt-125m_ISEAR_1_101720,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/facebook/opt-125m/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260901_101720,,,,
0,3280946899,layer_4,4,0.3333333333333333,mlp_2_hidden,mlp,2_hidden,single_label,768,13,7,1600,200,200,370567,"[384, 192]",22.0,0.6290405908438197,-0.1378415822982788,0.9987128973007202,0.0394088669950738,0.99125,0.9911592443011932,0.9917510965349504,0.9913168826108448,0.9925373482726424,0.9911592443011932,0.9898183005232748,0.9897771650161808,0.0631479471771621,0.9388045699281492,0.9998285629988312,0.9989237455790584,0.63,0.6263973136291584,0.6290405908438197,0.6292788954116246,0.6428651347474164,0.6263973136291584,0.5686101258603106,0.5671755278703866,1.416920572598061,0.2424595049131002,0.8943016823792593,0.6979033602008174,0.535,0.5319749417455202,0.5365603411973735,0.5388935260454288,0.5511065787942055,0.5319749417455202,0.4575991961715461,0.4566487497078756,1.8284773141666544,0.1606580133019404,0.857253638272249,0.5863079648465687,0.5365603411973735,0.5319749417455202,0.7287995980857731,0.1606580133019404,,,0.0,0.9560521796901216,0.4310792088508606,0.02,0.4564812460157866,0.4364812460157866,0.4551907553375768,0.4551907553375768,facebook_opt-125m_ISEAR_1_101720,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/facebook/opt-125m/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260901_101720,,,,
0,3349345869,layer_4,4,0.3333333333333333,mlp_3_hidden,mlp,3_hidden,single_label,768,13,7,1600,200,200,388423,"[384, 192, 96]",27.0,0.6600674588564361,-0.1378415822982788,0.9987128973007202,0.0394088669950738,0.99125,0.9913930931406608,0.9914173068418742,0.9913313191738748,0.9916701827227477,0.9913930931406608,0.989820576841279,0.9897794785617718,0.0328546879394712,0.967679164826338,0.9994873754592004,0.998211166772743,0.66,0.657731729517841,0.6600674588564361,0.6612332331595239,0.6753777867933948,0.657731729517841,0.6048534733824747,0.6027109137648983,1.8845724867924596,0.1518939822343146,0.8882741748869732,0.6870176339998648,0.54,0.5361408212353708,0.5386513371604823,0.5403328700128358,0.5521235613716817,0.5361408212353708,0.4632340228062909,0.4619568395812621,2.582504585654151,0.0755844590043631,0.8455791175531545,0.5755382000625264,0.5386513371604823,0.5361408212353708,0.7316170114031455,0.0755844590043631,,,0.0,0.9683394397094046,0.4310792088508606,0.02,0.4507728594998178,0.4307728594998178,0.4527659696813919,0.4527659696813919,facebook_opt-125m_ISEAR_1_101720,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/facebook/opt-125m/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260901_101720,,,,
