Unnamed: 0,dataset,model,artifact_dir,repeat,seed,layer,layer_index,relative_layer_depth,probe,probe_type,probe_complexity,task_type,input_dim,hidden_layers_total,class_count,train_n,validation_n,test_n,parameters,resolved_hidden_dims,epochs_completed,best_validation_score,geometry_silhouette,geometry_pca_2d_variance,baseline_test_macro_f1,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,train_macro_precision,train_macro_recall,train_mcc,train_cohen_kappa,train_log_loss,train_log_loss_score,train_roc_auc_ovr_macro,train_average_precision_macro,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_weighted_f1,validation_macro_precision,validation_macro_recall,validation_mcc,validation_cohen_kappa,validation_log_loss,validation_log_loss_score,validation_roc_auc_ovr_macro,validation_average_precision_macro,test_accuracy,test_balanced_accuracy,test_macro_f1,test_weighted_f1,test_macro_precision,test_macro_recall,test_mcc,test_cohen_kappa,test_log_loss,test_log_loss_score,test_roc_auc_ovr_macro,test_average_precision_macro,macro_f1_component,balanced_accuracy_component,mcc_component,log_loss_score_component,control_macro_f1,selectivity,selectivity_component,stability_component,geometry_component,complexity_penalty,probe_score_raw,probe_score,generalization_gap,overfit_penalty,metadata_path,train_exact_match_accuracy,train_micro_f1,train_micro_precision,train_micro_recall,train_hamming_loss,train_hamming_score,train_macro_jaccard,train_roc_auc_macro,train_labels_with_positive_support,train_labels_with_negative_support,train_labels_with_both_support,validation_exact_match_accuracy,validation_micro_f1,validation_micro_precision,validation_micro_recall,validation_hamming_loss,validation_hamming_score,validation_macro_jaccard,validation_roc_auc_macro,validation_labels_with_positive_support,validation_labels_with_negative_support,validation_labels_with_both_support,test_exact_match_accuracy,test_micro_f1,test_micro_precision,test_micro_recall,test_hamming_loss,test_hamming_score,test_macro_jaccard,test_roc_auc_macro,test_labels_with_positive_support,test_labels_with_negative_support,test_labels_with_both_support
,ISEAR,distilbert/distilbert-base-uncased,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/distilbert/distilbert-base-uncased/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260830_094625,0.0,3280943908.0,layer_1,1.0,0.1666666666666666,mlp_2_hidden,mlp,2_hidden,single_label,768.0,7.0,7.0,400.0,50.0,50.0,370567.0,"[384, 192]",25.0,0.4437229437229438,-0.0116181233897805,0.1614632904529571,0.0476190476190476,0.995,0.9946014769544184,0.9953701949487216,0.9950094892058012,0.9962406015037594,0.9946014769544184,0.9941698965157068,0.9941480256901672,0.0377972949099959,0.9629081074844936,0.999957295472288,0.9995666817412108,0.46,0.4546485260770975,0.4437229437229438,0.4443939393939394,0.5012820512820513,0.4546485260770975,0.3734067687083949,0.3650047036688617,2.131844448868635,0.1186183065577286,0.7961353408136489,0.4782361400193773,0.48,0.4782312925170067,0.4682206215819661,0.4720961718020542,0.5735621521335806,0.4782312925170067,0.4023632169097105,0.3930905695611578,1.8399660947062373,0.1588228109496943,0.807168277458975,0.5783110442012039,0.4682206215819661,0.4782312925170067,0.7011816084548552,0.1588228109496943,0.1289907115754696,0.3392299100064965,0.3957682283409125,1.0,0.4941909383051097,0.02,0.5137125642196783,0.4937125642196782,0.5271495733667555,0.5271495733667555,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/distilbert/distilbert-base-uncased/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260830_094625/complete_run_metadata.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,goEmo,distilbert/distilbert-base-uncased,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/distilbert/distilbert-base-uncased/datasets/goEmo/analysis/probes/matrix_runs/unified_v4_20260829_122423,0.0,3280948893.0,layer_6,6.0,1.0,mlp_2_hidden,mlp,2_hidden,multi_label,768.0,7.0,28.0,400.0,50.0,50.0,374620.0,"[384, 192]",13.0,0.0789145378431092,,,,,0.2863874122585759,0.1117415338208257,0.2726701918061608,0.1106293724766346,0.2863874122585759,0.1892819733389131,,0.6416480295941246,0.526424146193784,,0.126153258964408,,0.1386904761904762,0.0789145378431092,0.1818405475121892,0.0602324263038548,0.1386904761904762,0.102383882931763,,0.6480684306388673,0.5230551188818562,,0.1999239858852242,,0.1714285714285714,0.0969588241800785,0.1898007213154838,0.0877437696403213,0.1714285714285714,0.112414047006651,,0.6445813036547736,0.5248822623902801,,0.2281366895319871,0.0969588241800785,0.1714285714285714,0.5562070235033255,0.5248822623902801,0.0422238218927522,0.0547350022873262,0.0547350022873262,1.0,0.5,0.02,0.3218202719812975,0.3018202719812974,0.0147827096407472,0.0147827096407472,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/distilbert/distilbert-base-uncased/datasets/goEmo/analysis/probes/matrix_runs/unified_v4_20260829_122423/complete_run_metadata.json,0.0175,0.2120901639344262,0.1400541271989174,0.4367088607594936,0.1373214285714285,0.8626785714285714,0.0654843007737912,0.6708092280823382,28.0,28.0,28.0,0.02,0.1526104417670682,0.1043956043956044,0.2835820895522388,0.1507142857142857,0.8492857142857143,0.0483956916099773,0.6039137939262776,21.0,28.0,21.0,0.02,0.1493775933609958,0.0978260869565217,0.3157894736842105,0.1464285714285714,0.8535714285714285,0.0608876555775052,0.607437532347544,20.0,28.0,20.0
,ISEAR,facebook/opt-125m,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/facebook/opt-125m/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260901_101720,0.0,3280951884.0,layer_9,9.0,0.75,mlp_2_hidden,mlp,2_hidden,single_label,768.0,13.0,7.0,1600.0,200.0,200.0,370567.0,"[384, 192]",18.0,0.6371959040026266,-0.1325832158327102,0.9929070472717284,0.0394088669950738,0.9125,0.9118566105131132,0.9113552982503622,0.9126162832080432,0.9112503020957928,0.9118566105131132,0.8978736667171401,0.897813855163913,0.3271816040968086,0.7209528031546998,0.9924726712860772,0.9641633817099182,0.64,0.6386649998599784,0.6371959040026266,0.6385477267830209,0.6416675005023688,0.6386649998599784,0.580507063873525,0.5795743189979854,1.12474823284394,0.3247342144769524,0.8918646410176626,0.6839877288607846,0.63,0.6284668698725984,0.6298606164481679,0.6297994592285693,0.6352944413924451,0.6284668698725984,0.5681443093552987,0.5674791045648488,1.2361608248695912,0.2904973500189652,0.8858153763118539,0.6679670744240029,0.6298606164481679,0.6284668698725984,0.7840721546776493,0.2904973500189652,,,0.0,0.9261558269346,0.4337083920836448,0.02,0.5126967450941179,0.4926967450941178,0.2814946818021943,0.2814946818021943,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/facebook/opt-125m/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260901_101720/complete_run_metadata.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,goEmo,facebook/opt-125m,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/facebook/opt-125m/datasets/goEmo/analysis/probes/matrix_runs/unified_v4_20260830_080552,0.0,3280945902.0,layer_3,3.0,0.25,mlp_2_hidden,mlp,2_hidden,multi_label,768.0,13.0,28.0,400.0,50.0,50.0,374620.0,"[384, 192]",54.0,0.098195084485407,,,,,0.7704459639333591,0.8130050021032008,0.9539252315583752,0.8928571428571429,0.7704459639333591,0.96308155754901,,0.0151957137923999,0.9849191584750028,,0.997718253968254,,0.0934523809523809,0.098195084485407,0.216546300754293,0.1339285714285714,0.0934523809523809,0.3161551802765179,,0.1914318919339657,0.8257758651884152,,0.2870798462149326,,0.0982142857142857,0.1165532879818594,0.2636591478696742,0.1678571428571428,0.0982142857142857,0.3543052861419705,,0.1797363191104137,0.8354904852433856,,0.2732727353794353,0.1165532879818594,0.0982142857142857,0.6771526430709853,0.8354904852433856,0.0472082123641746,0.0693450756176847,0.0693450756176847,1.0,0.5,0.02,0.367861424961131,0.347861424961131,0.6964517141213414,0.6964517141213414,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/facebook/opt-125m/datasets/goEmo/analysis/probes/matrix_runs/unified_v4_20260830_080552/complete_run_metadata.json,0.9225,0.9639344262295082,1.0,0.930379746835443,0.0029464285714285,0.9970535714285714,0.7704459639333591,0.9999460278005,28.0,28.0,28.0,0.2,0.3010752688172043,0.5384615384615384,0.208955223880597,0.0464285714285714,0.9535714285714284,0.0761128364389233,0.6959398295268332,21.0,28.0,21.0,0.26,0.3414634146341463,0.56,0.2456140350877192,0.0385714285714285,0.9614285714285714,0.0846088435374149,0.664991007996221,20.0,28.0,20.0
,ISEAR,google-bert/bert-base-uncased,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/google-bert/bert-base-uncased/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260830_092014,0.0,3280943908.0,layer_1,1.0,0.0833333333333333,mlp_2_hidden,mlp,2_hidden,single_label,768.0,13.0,7.0,400.0,50.0,50.0,370567.0,"[384, 192]",23.0,0.4844525222676483,-0.010576918721199,0.139449268579483,0.0476190476190476,0.9825,0.9826751780098636,0.98325992847732,0.982525494071146,0.9842815595137576,0.9826751780098636,0.9795836766767968,0.9795191386334876,0.103492435052723,0.9016828438992291,0.9996034841809448,0.9978500186686948,0.5,0.4954648526077097,0.4844525222676483,0.4899506375976964,0.5115646258503401,0.4954648526077097,0.4236081434004608,0.415614773258532,1.651910631868286,0.1916833222623503,0.8327156787877151,0.5603712968135381,0.52,0.5129251700680272,0.516207414139745,0.5246464237516869,0.5276077097505668,0.5129251700680272,0.4409435688629468,0.4384651380439868,1.6776991553179783,0.1868032873109317,0.8046191626756409,0.5529547121068827,0.516207414139745,0.5129251700680272,0.7204717844314734,0.1868032873109317,0.1200034790778892,0.3962039350618557,0.4622379242388317,1.0,0.4947115406394005,0.02,0.5499248873206909,0.5299248873206909,0.4670525143375749,0.4670525143375749,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/google-bert/bert-base-uncased/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260830_092014/complete_run_metadata.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,goEmo,google-bert/bert-base-uncased,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/google-bert/bert-base-uncased/datasets/goEmo/analysis/probes/matrix_runs/unified_v4_20260829_113941,0.0,3280942911.0,layer_0,0.0,0.0,mlp_2_hidden,mlp,2_hidden,multi_label,768.0,13.0,28.0,400.0,50.0,50.0,374620.0,"[384, 192]",57.0,0.6270253555967843,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.000760819189214,0.9992394701603196,,1.0,,0.5952380952380951,0.6270253555967843,0.8971893777863927,0.6785714285714286,0.5952380952380951,0.9189187113145664,,0.0235760702950461,0.9766996740104696,,0.9249639249639248,,0.6428571428571429,0.6428571428571429,0.9473684210526316,0.6428571428571429,0.6428571428571429,0.9722432316764296,,0.013231497480347,0.986855653977553,,0.95,0.6428571428571429,0.6428571428571429,0.9861216158382148,0.986855653977553,0.0235997890005025,0.6192573538566404,0.6192573538566404,1.0,0.5,0.02,0.7525981356876728,0.7325981356876727,0.3571428571428571,0.3571428571428571,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/google-bert/bert-base-uncased/datasets/goEmo/analysis/probes/matrix_runs/unified_v4_20260829_113941/complete_run_metadata.json,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,28.0,28.0,28.0,0.88,0.9193548387096774,1.0,0.8507462686567164,0.0071428571428571,0.9928571428571428,0.5952380952380951,0.988338192419825,21.0,28.0,21.0,0.94,0.972972972972973,1.0,0.9473684210526316,0.0021428571428571,0.9978571428571428,0.6428571428571429,0.9974170918367348,20.0,28.0,20.0
,ISEAR,google/electra-small-discriminator,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/google/electra-small-discriminator/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260830_101122,0.0,3280943908.0,layer_1,1.0,0.0833333333333333,mlp_2_hidden,mlp,2_hidden,single_label,256.0,13.0,7.0,400.0,50.0,50.0,41607.0,"[128, 64]",33.0,0.4655119316773451,-0.0157920084893703,0.218206375837326,0.0476190476190476,0.815,0.8086880388380118,0.8146303763684318,0.8147064317504842,0.8290349508682423,0.8086880388380118,0.7844917062750396,0.7828877397586826,0.663365807487243,0.5151146367349697,0.9762166488544848,0.8966667524609051,0.5,0.4875283446712018,0.4655119316773451,0.4772543246227457,0.4814625850340135,0.4875283446712018,0.4213632290517324,0.4139709329582747,1.6919732501279454,0.1841557798158101,0.7803251149718209,0.4607935473991896,0.44,0.4346938775510204,0.4340637967967161,0.4345349143610013,0.4446363160648875,0.4346938775510204,0.3409401423619742,0.3393109957527136,1.6052970168524023,0.2008298961872137,0.7574941393047706,0.5142311698142847,0.4340637967967161,0.4346938775510204,0.6704700711809871,0.2008298961872137,0.1222429852814638,0.3118208115152523,0.3637909467677943,1.0,0.4921039957553148,0.02,0.4917369202690261,0.4717369202690261,0.3805665795717157,0.3805665795717157,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/google/electra-small-discriminator/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260830_101122/complete_run_metadata.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,goEmo,google/electra-small-discriminator,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/google/electra-small-discriminator/datasets/goEmo/analysis/probes/matrix_runs/unified_v4_20260829_131937,0.0,3280951884.0,layer_9,9.0,0.75,mlp_2_hidden,mlp,2_hidden,multi_label,256.0,13.0,28.0,400.0,50.0,50.0,42972.0,"[128, 64]",16.0,0.0777172825651999,,,,,0.2691075516386075,0.0751589257512262,0.2256233988727227,0.0562345213748311,0.2691075516386075,0.0789060488923515,,0.6400218177342826,0.5272809198425499,,0.093506728035546,,0.3059523809523809,0.0777172825651999,0.1958138836326224,0.0522008197799011,0.3059523809523809,0.0910219965138134,,0.6519810952138104,0.5210125781416243,,0.1362233268331636,,0.2517857142857143,0.102699162396743,0.1875306941690642,0.1055982895550564,0.2517857142857143,0.0707571312707278,,0.6422342705724072,0.5261156252299796,,0.1948540796042112,0.102699162396743,0.2517857142857143,0.5353785656353639,0.5261156252299796,0.0400641997381883,0.0626349626585547,0.0626349626585547,1.0,0.5,0.02,0.3338879876420564,0.3138879876420564,-0.0275402366455168,0.0,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/google/electra-small-discriminator/datasets/goEmo/analysis/probes/matrix_runs/unified_v4_20260829_131937/complete_run_metadata.json,0.0,0.1206726013847675,0.0715123094958968,0.3860759493670886,0.238125,0.761875,0.044273619405531,0.6412994225878839,28.0,28.0,28.0,0.0,0.1364705882352941,0.0810055865921787,0.4328358208955223,0.2621428571428571,0.7378571428571429,0.0462295004940516,0.5819269479827069,21.0,28.0,21.0,0.0,0.1129032258064516,0.0666666666666666,0.3684210526315789,0.2357142857142857,0.7642857142857142,0.0633720876824325,0.5768641046104435,20.0,28.0,20.0
,ISEAR,microsoft/deberta-v3-small,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/microsoft/deberta-v3-small/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260901_094545,0.0,3280946899.0,layer_4,4.0,0.6666666666666666,mlp_2_hidden,mlp,2_hidden,single_label,768.0,7.0,7.0,1600.0,200.0,200.0,370567.0,"[384, 192]",19.0,0.5955474384905474,-0.0203228835016489,0.2234707921743393,0.0394088669950738,0.968125,0.9676072836803498,0.967709501248318,0.9683171421826878,0.968282914083918,0.9676072836803498,0.9628583173059828,0.9627686950427612,0.1644676443072699,0.8483452052970734,0.998833839734226,0.9937965714679224,0.59,0.5853742119831425,0.5955474384905474,0.5992357127689233,0.6125718390804599,0.5853742119831425,0.5216889373543417,0.5209720761771235,1.3084073884459853,0.2702501172930748,0.8836902866290466,0.6370579529981503,0.61,0.6125740942203678,0.613133443177872,0.6112894608806871,0.6158433919724242,0.6125740942203678,0.5450350504481495,0.5446850738427412,1.4038930612830849,0.2456388131288137,0.8804870704527551,0.662512153751185,0.613133443177872,0.6125740942203678,0.7725175252240748,0.2456388131288137,,,0.0,0.9594744096273008,0.4898385582491755,0.02,0.5060503538992046,0.4860503538992046,0.3545760580704459,0.3545760580704459,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/microsoft/deberta-v3-small/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260901_094545/complete_run_metadata.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,goEmo,microsoft/deberta-v3-small,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/microsoft/deberta-v3-small/datasets/goEmo/analysis/probes/matrix_runs/unified_v4_20260829_134715,0.0,3280944905.0,layer_2,2.0,0.3333333333333333,mlp_2_hidden,mlp,2_hidden,multi_label,768.0,7.0,28.0,400.0,50.0,50.0,374620.0,"[384, 192]",13.0,0.0676250078423991,,,,,0.2798531330626234,0.1327979414270008,0.2987884216362952,0.1089145175464399,0.2798531330626234,0.213982337773807,,0.6452692102636953,0.5245213165758155,,0.1553991406111579,,0.1678571428571428,0.0676250078423991,0.1642315432062349,0.0463209434877516,0.1678571428571428,0.1261061279074036,,0.6532293226487754,0.5203626416662831,,0.1747246686211334,,0.2208333333333333,0.1122305680645463,0.19555335550936,0.0905412296037296,0.2208333333333333,0.1377801000188202,,0.6486661566346438,0.5227425686590786,,0.2081750142945967,0.1122305680645463,0.2208333333333333,0.5688900500094102,0.5227425686590786,0.0447882516219548,0.0674423164425915,0.0674423164425915,1.0,0.5,0.02,0.3372788696719743,0.3172788696719743,0.0205673733624544,0.0205673733624544,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/microsoft/deberta-v3-small/datasets/goEmo/analysis/probes/matrix_runs/unified_v4_20260829_134715/complete_run_metadata.json,0.0175,0.2334754797441364,0.1562054208273894,0.4620253164556962,0.1283928571428571,0.8716071428571428,0.078651159913244,0.725989630618357,28.0,28.0,28.0,0.0,0.1712062256809338,0.1157894736842105,0.3283582089552239,0.1521428571428571,0.8478571428571429,0.0449095547309833,0.5944094181944622,21.0,28.0,21.0,0.0,0.168,0.1088082901554404,0.3684210526315789,0.1485714285714285,0.8514285714285714,0.0810662430279026,0.566929568677883,20.0,28.0,20.0
,ISEAR,EleutherAI/gpt-neo-125m,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/EleutherAI/gpt-neo-125m/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260901_094936,1.0,3349349858.0,layer_8,8.0,0.6666666666666666,mlp_3_hidden,mlp,3_hidden,single_label,768.0,13.0,7.0,1600.0,200.0,200.0,388423.0,"[384, 192, 96]",25.0,0.5649712923421744,-0.1111941412091255,0.9943859577178956,0.0383426097711812,0.984375,0.9848548480495376,0.9849192262129364,0.9844029887827072,0.985021375280727,0.9848548480495376,0.9817607663589134,0.9817544967183182,0.0617790931882674,0.9400905362577584,0.999462004908459,0.997264433287558,0.565,0.5679470764138251,0.5649712923421744,0.561812725341301,0.5692022263450834,0.5679470764138251,0.4929778619759765,0.491911464112597,2.1893442560345573,0.1119901614172362,0.8552762085308796,0.6007983566646108,0.56,0.5597557182651732,0.5595057306807987,0.5580844081469725,0.5667318209335016,0.5597557182651732,0.486990892380376,0.4859362677804714,2.1360863350548813,0.1181162068794316,0.8544201479762333,0.6103549768987542,0.5595057306807987,0.5597557182651732,0.743495446190188,0.1181162068794316,,,0.0,0.9694210261934524,0.4444029293954372,0.02,0.4663379771155641,0.4463379771155641,0.4254134955321376,0.4254134955321376,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/EleutherAI/gpt-neo-125m/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260901_094936/complete_run_metadata.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,goEmo,EleutherAI/gpt-neo-125m,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/EleutherAI/gpt-neo-125m/datasets/goEmo/analysis/probes/matrix_runs/unified_v4_20260829_135913,0.0,3349352848.0,layer_11,11.0,0.9166666666666666,mlp_3_hidden,mlp,3_hidden,multi_label,768.0,13.0,28.0,400.0,50.0,50.0,390460.0,"[384, 192, 96]",14.0,0.0705236892736892,,,,,0.300099281038722,0.0856337231831828,0.244144886258037,0.0630286768994961,0.300099281038722,0.1744634534934932,,0.6466026299965345,0.5238223755964057,,0.1306274912807404,,0.2178571428571428,0.0705236892736892,0.1775353032815719,0.0588893709260088,0.2178571428571428,0.1196105267232822,,0.6491294608757849,0.522500435904891,,0.1724749367935269,,0.1607142857142857,0.0586941537621337,0.1414072083649745,0.0389127375087966,0.1607142857142857,0.1161087040994873,,0.6517166153930903,0.521150393678795,,0.1288236235310533,0.0586941537621337,0.1607142857142857,0.5580543520497436,0.521150393678795,0.0291997706845966,0.0294943830775371,0.0294943830775371,1.0,0.5,0.02,0.3055027500885248,0.2855027500885247,0.026939569421049,0.026939569421049,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/EleutherAI/gpt-neo-125m/datasets/goEmo/analysis/probes/matrix_runs/unified_v4_20260829_135913/complete_run_metadata.json,0.0,0.1908271908271908,0.1183943089430894,0.4915611814345991,0.1764285714285714,0.8235714285714286,0.0511893965333555,0.6684233783643967,28.0,28.0,28.0,0.0,0.1614906832298136,0.1019607843137254,0.3880597014925373,0.1928571428571428,0.8071428571428572,0.0419491030891292,0.540120725045681,21.0,28.0,21.0,0.0,0.1471571906354515,0.0909090909090909,0.3859649122807017,0.1821428571428571,0.8178571428571428,0.0387426694815857,0.4756904898811145,20.0,28.0,20.0
,ISEAR,FacebookAI/roberta-base,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/FacebookAI/roberta-base/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260830_095332,0.0,3349346866.0,layer_5,5.0,0.4166666666666667,mlp_3_hidden,mlp,3_hidden,single_label,768.0,13.0,7.0,400.0,50.0,50.0,388423.0,"[384, 192, 96]",23.0,0.502460446821349,-0.0104492399841547,0.2488516122102737,0.0476190476190476,0.965,0.9618197423924434,0.9644318154744818,0.9649620896317072,0.967940468401347,0.9618197423924434,0.959222323502528,0.9590037921492262,0.1585346240338957,0.8533934153568542,0.9981611657221894,0.9910305837559928,0.5,0.5022675736961452,0.502460446821349,0.498344252238989,0.5414442700156986,0.5022675736961452,0.4196698336820592,0.414519906323185,2.0682764205696897,0.1264034604622086,0.8171155715418742,0.5296757519266783,0.5,0.4775510204081632,0.4756648113790971,0.4854592074592074,0.5383812615955473,0.4775510204081632,0.4152997322366327,0.4070208728652752,1.6774985468569283,0.1868407653900024,0.8318068199795776,0.5866963253785993,0.4756648113790971,0.4775510204081632,0.7076498661183164,0.1868407653900024,0.117580105080105,0.3580847062989921,0.4177654906821574,1.0,0.4947753800079226,0.02,0.5236722794995741,0.503672279499574,0.4887670040953846,0.4887670040953846,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/FacebookAI/roberta-base/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260830_095332/complete_run_metadata.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,goEmo,FacebookAI/roberta-base,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/FacebookAI/roberta-base/datasets/goEmo/analysis/probes/matrix_runs/unified_v4_20260829_124122,0.0,3349345869.0,layer_4,4.0,0.3333333333333333,mlp_3_hidden,mlp,3_hidden,multi_label,768.0,13.0,28.0,400.0,50.0,50.0,390460.0,"[384, 192, 96]",13.0,0.0327220808747902,,,,,0.3362136045171759,0.0685700178627058,0.2103768738223567,0.0468409654509066,0.3362136045171759,0.1299881030719279,,0.6696608085390787,0.511882174406189,,0.1067109333381945,,0.1309523809523809,0.0327220808747902,0.1273497989401232,0.0198434604230883,0.1309523809523809,0.0325763574378052,,0.6690335962602026,0.5122033338983742,,0.1494122533328132,,0.2339285714285714,0.062027087132188,0.170042692601757,0.0597424107983114,0.2339285714285714,0.0940401264055394,,0.6668832349591846,0.5133059412030045,,0.1673660161668537,0.062027087132188,0.2339285714285714,0.5470200632027697,0.5133059412030045,0.035339591830424,0.026687495301764,0.026687495301764,1.0,0.5,0.02,0.3143171601584015,0.2943171601584015,0.0065429307305177,0.0065429307305177,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/FacebookAI/roberta-base/datasets/goEmo/analysis/probes/matrix_runs/unified_v4_20260829_124122/complete_run_metadata.json,0.0,0.1470422535211267,0.0848504551365409,0.5506329113924051,0.2703571428571428,0.7296428571428571,0.0406859343816914,0.640164599787399,28.0,28.0,28.0,0.0,0.1006864988558352,0.0594594594594594,0.3283582089552239,0.2807142857142857,0.7192857142857143,0.019382211616704,0.4703879364023269,21.0,28.0,21.0,0.0,0.1259445843828715,0.0735294117647058,0.4385964912280701,0.2478571428571428,0.7521428571428571,0.0377437639744645,0.5226663094335297,20.0,28.0,20.0
,ISEAR,distilbert/distilbert-base-uncased,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/distilbert/distilbert-base-uncased/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260830_094625,0.0,3349344872.0,layer_3,3.0,0.5,mlp_3_hidden,mlp,3_hidden,single_label,768.0,7.0,7.0,400.0,50.0,50.0,388423.0,"[384, 192, 96]",20.0,0.4768089053803339,-0.0122285401448607,0.196807712316513,0.0476190476190476,0.77,0.7686316837502175,0.7710378188240133,0.7686429414084164,0.7786637557575674,0.7686316837502175,0.7311269351674988,0.7303574961348799,0.6211707422352879,0.537315011840894,0.9692241655308692,0.8744234157116468,0.48,0.473922902494331,0.4768089053803339,0.4815584415584416,0.5059781488352917,0.473922902494331,0.3941663622311993,0.3913857677902621,1.5398752319337854,0.2144078510111482,0.8187556395562229,0.5035744575990979,0.48,0.4789115646258503,0.4789149773621823,0.4759754738015608,0.5073914181057038,0.4789115646258503,0.3893933986791651,0.3867924528301887,1.6126781052060333,0.1993530101975081,0.781611763098474,0.5032371312441023,0.4789149773621823,0.4789115646258503,0.6946966993395826,0.1993530101975081,0.1250482905162708,0.3538666868459115,0.4128444679868968,1.0,0.4938857299275696,0.02,0.5229684650488692,0.5029684650488692,0.292122841461831,0.292122841461831,/Volumes/Amirali/hidden_states/experiments/baseline_v5_001/models/distilbert/distilbert-base-uncased/datasets/ISEAR/analysis/probes/matrix_runs/unified_v4_20260830_094625/complete_run_metadata.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
